2023-06-26,16:27:21,1,33.0,20.0,9.0,6.0,26.0,8.0,28.0,18.0,26.0,19.0,29.0,2.0,14.0,3.0,17.0,22.0,12.0,15.0,15.0,33.0,28.0,18.0,28.0,21.0,29.0,26.0,34.0,32.0,18.0,14.0,21.0,27.0
2023-06-26,16:27:21,2,79.0,94.0,91.0,106.0,101.0,95.0,102.0,97.0,55.0,51.0,75.0,106.0,88.0,93.0,89.0,94.0,89.0,100.0,105.0,101.0,86.0,106.0,96.0,94.0,36.0,85.0,84.0,101.0,101.0,100.0,83.0,80.0
2023-06-26,16:27:21,3,48.0,73.0,53.0,64.0,58.0,69.0,52.0,61.0,74.0,50.0,69.0,56.0,58.0,72.0,68.0,70.0,63.0,74.0,60.0,67.0,64.0,66.0,73.0,65.0,69.0,75.0,60.0,68.0,63.0,71.0,65.0,63.0
2023-06-26,17:28:00,1,24.0,26.0,15.0,31.0,24.0,23.0,10.0,30.0,1.0,16.0,20.0,3.0,24.0,28.0,21.0,31.0,31.0,30.0,29.0,23.0,24.0,22.0,21.0,30.0,24.0,30.0,30.0,26.0,24.0,29.0,34.0,36.0
2023-06-26,17:28:00,2,64.0,57.0,52.0,48.0,50.0,52.0,48.0,51.0,50.0,48.0,53.0,60.0,50.0,1.0,69.0,73.0,92.0,72.0,65.0,100.0,98.0,83.0,99.0,94.0,39.0,127.0,76.0,45.0,94.0,106.0,126.0,127.0
2023-06-26,17:28:01,3,66.0,71.0,61.0,72.0,57.0,88.0,75.0,85.0,72.0,75.0,53.0,92.0,76.0,75.0,85.0,73.0,73.0,72.0,74.0,64.0,65.0,66.0,57.0,75.0,70.0,54.0,53.0,76.0,74.0,76.0,80.0,69.0
2023-06-27,14:57:14,1,34.0,38.0,45.0,37.0,29.0,27.0,46.0,43.0,39.0,28.0,31.0,35.0,36.0,24.0,31.0,33.0,24.0,28.0,34.0,34.0,34.0,26.0,31.0,29.0,30.0,34.0,30.0,42.0,44.0,41.0,47.0,33.0
2023-06-27,14:57:14,2,120.0,123.0,81.0,127.0,121.0,125.0,124.0,114.0,115.0,121.0,117.0,123.0,108.0,127.0,101.0,105.0,127.0,111.0,105.0,116.0,102.0,118.0,113.0,110.0,99.0,105.0,114.0,101.0,107.0,108.0,115.0,109.0
2023-06-27,14:57:14,3,83.0,77.0,88.0,89.0,73.0,75.0,78.0,84.0,73.0,90.0,92.0,82.0,57.0,71.0,68.0,82.0,81.0,73.0,80.0,68.0,80.0,64.0,75.0,65.0,77.0,74.0,84.0,73.0,61.0,79.0,81.0,76.0
2023-06-27,16:01:28,1,20.0,21.0,26.0,26.0,23.0,26.0,20.0,18.0,26.0,29.0,17.0,26.0,26.0,24.0,26.0,19.0,23.0,29.0,7.0,16.0,26.0,23.0,27.0,28.0,24.0,24.0,26.0,27.0,24.0,22.0,24.0,30.0
2023-06-27,16:01:28,2,103.0,103.0,95.0,101.0,99.0,111.0,106.0,109.0,116.0,111.0,111.0,108.0,112.0,112.0,120.0,111.0,116.0,127.0,117.0,94.0,96.0,110.0,114.0,99.0,97.0,93.0,111.0,114.0,125.0,112.0,116.0,101.0
2023-06-27,16:01:28,3,60.0,67.0,68.0,73.0,67.0,66.0,66.0,70.0,67.0,66.0,69.0,66.0,69.0,68.0,70.0,72.0,70.0,69.0,73.0,68.0,75.0,70.0,64.0,70.0,64.0,70.0,68.0,67.0,68.0,68.0,68.0,63.0
2023-06-27,16:25:35,1,32.0,26.0,32.0,30.0,29.0,22.0,28.0,24.0,31.0,28.0,26.0,33.0,31.0,31.0,22.0,34.0,30.0,32.0,34.0,34.0,34.0,32.0,26.0,30.0,30.0,30.0,35.0,30.0,31.0,35.0,31.0,35.0
2023-06-27,16:25:35,2,104.0,73.0,87.0,105.0,105.0,127.0,127.0,124.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,121.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0
2023-06-27,16:25:35,3,127.0,71.0,110.0,99.0,104.0,98.0,98.0,95.0,102.0,103.0,91.0,95.0,86.0,96.0,69.0,77.0,69.0,83.0,69.0,71.0,78.0,68.0,73.0,69.0,78.0,65.0,67.0,66.0,76.0,72.0,73.0,80.0
2023-06-27,16:48:14,1,32.0,22.0,31.0,16.0,25.0,17.0,26.0,29.0,28.0,24.0,29.0,27.0,26.0,24.0,30.0,29.0,28.0,21.0,27.0,28.0,22.0,26.0,23.0,22.0,20.0,22.0,19.0,1.0,17.0,24.0,18.0,24.0
2023-06-27,16:48:15,2,67.0,85.0,85.0,93.0,99.0,97.0,90.0,97.0,94.0,95.0,110.0,106.0,98.0,104.0,114.0,97.0,95.0,94.0,97.0,96.0,102.0,100.0,107.0,98.0,100.0,98.0,90.0,106.0,106.0,99.0,100.0,98.0
2023-06-27,16:48:15,3,52.0,58.0,54.0,55.0,57.0,57.0,56.0,52.0,59.0,57.0,53.0,61.0,61.0,60.0,56.0,68.0,68.0,59.0,61.0,56.0,61.0,70.0,61.0,64.0,57.0,61.0,60.0,59.0,61.0,57.0,60.0,63.0
2023-06-27,17:16:39,1,39.0,39.0,26.0,1.0,31.0,24.0,33.0,4.0,31.0,1.0,24.0,3.0,13.0,20.0,12.0,20.0,20.0,1.0,11.0,16.0,1.0,1.0,10.0,27.0,8.0,1.0,18.0,10.0,1.0,20.0,12.0,1.0
2023-06-27,17:16:39,2,108.0,89.0,87.0,93.0,74.0,106.0,84.0,88.0,92.0,115.0,117.0,109.0,104.0,127.0,100.0,111.0,75.0,89.0,94.0,109.0,96.0,103.0,105.0,127.0,114.0,103.0,84.0,94.0,89.0,127.0,84.0,127.0
2023-06-27,17:16:39,3,62.0,68.0,59.0,59.0,53.0,60.0,62.0,66.0,58.0,62.0,65.0,69.0,72.0,66.0,57.0,57.0,67.0,69.0,68.0,62.0,62.0,65.0,73.0,72.0,60.0,60.0,66.0,68.0,66.0,63.0,65.0,50.0
2023-06-27,18:07:25,1,38.0,22.0,21.0,26.0,34.0,13.0,28.0,12.0,5.0,18.0,20.0,20.0,22.0,36.0,34.0,30.0,31.0,24.0,33.0,29.0,10.0,44.0,43.0,34.0,17.0,32.0,26.0,26.0,37.0,37.0,1.0,39.0
2023-06-27,18:07:25,2,75.0,90.0,89.0,74.0,63.0,91.0,97.0,87.0,83.0,74.0,107.0,87.0,74.0,71.0,82.0,90.0,86.0,88.0,71.0,83.0,76.0,89.0,88.0,76.0,73.0,84.0,92.0,109.0,97.0,79.0,82.0,74.0
2023-06-27,18:07:26,3,73.0,49.0,60.0,57.0,66.0,63.0,53.0,52.0,54.0,59.0,63.0,69.0,69.0,61.0,37.0,47.0,51.0,48.0,49.0,51.0,50.0,51.0,54.0,49.0,51.0,50.0,53.0,54.0,52.0,50.0,47.0,127.0
2023-06-27,18:28:08,1,46.0,40.0,27.0,31.0,30.0,32.0,32.0,32.0,26.0,35.0,27.0,26.0,19.0,26.0,35.0,40.0,33.0,32.0,29.0,31.0,39.0,22.0,30.0,33.0,23.0,26.0,30.0,35.0,17.0,26.0,6.0,1.0
2023-06-27,18:28:08,2,85.0,117.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,105.0,51.0,127.0,127.0,127.0,122.0,127.0
2023-06-27,18:28:09,3,68.0,69.0,70.0,70.0,70.0,71.0,72.0,69.0,64.0,70.0,71.0,72.0,66.0,70.0,70.0,68.0,68.0,65.0,72.0,66.0,70.0,69.0,68.0,69.0,72.0,73.0,68.0,73.0,69.0,72.0,66.0,67.0
